@RELATION comment
@ATTRIBUTE comm string
@attribute classe {-1,1}
@data
"same directed poignant same directed exquisite nearly silent heartbreaking same dazzled staggering made nonchalant teenage returning almost patented allow alike experience Samaritan just seem find sure still present entirely surrounded resting placidly calm right even beautiful included special not sure anymore viewing putrescent beautiful angry potty-mouthed lustful violent potty-mouthed covetous mute explicit nauseatingly bestial mindless only present utterly confounding ultimately pointless based intended meant symbolic something greater unfamiliar favorably compared Japanese much aside astonishingly good especially given work little recommend not seen alter pornographic senselessly sadistic not pornographic passionless masochistic irritating either non-existent admit lost Korean cultural understand only classic fog-shrouded lapping slowly serene mountainous dominating imaginative playful as locked big mysterious seductive mute played pleasantly odd intriguing downright confusing not necessarily leave capable so much more ",-1
"get bad acting bad excruciatingly long terrible painful editing awful fine compliment not few entirely particular so long easily cut then n't main incredibly flat LEAD not scared entire go n't want waste terrible say did nice Too bad did n't compliment nice Just terrible ",-1
"Just so decided write missed few last First Second acting thinking making then expecting enjoy no redeeming whatsoever beginning end finally blown away very unexciting n't believe wasted given homeless getting ",-1
"worst ever seen not funny not interesting not made ",-1
"sorry useless bad even wooden early n't exactly work supposed just ended maddeningly confusing killing hunted again hardly original n't even particularly good straight saying did wrote thought mercilessly fired deported n't watch throw put good ",-1
"first not feature main same However very similar Instead comical also long consistent well young really make intended new different previous did really not warm other more pure did not succeed making laugh really did not do not recommend pretty boring seeking good then ",-1
"n't think single recommend n't understand else did judge small played afterwards Most agree superb chasing catching Here rehash miserably read creepy thought far too mild walked as hungover total n't deserve n't know Too bad preserved so many worthwhile rotting torture give wide ",-1
"Horrible horrible decided repeat old really speaking first first golden exclusively talking gotten appearing first not original any good awful not funny AT original full very talented gotten better left highly overrated less worthy horrible Go leave wither die ",-1
"pretty much Acting bad bad bad bad make really not make bad racial come black come always dance come famous always come n't stop dumb down make proper self not go see ",-1
"run-of-the-mill human bravely bizarrely opting elicit gigantic 50-foot out semisubmerged digested final harrowing teenage Unfortunately not making up See but bring n't beforehand ",-1
"worst ever seen saw extremely disappointed knew little even said as much laughing throughout cheesy never good only funny took too seriously cheesy dropping just absurd excellent however probably best crazy rabid n't bother ",-1
"About started pausing only bad always such good looking done wishing get back rental sanctioned Come bad activated good remote done Also add so formulaic come written past fine concentrate real just away away ",-1
"comedic really paying down meager few entertaining no more tumbling showcase usually funny did well again did n't move otherwise so heavy dull carried carried did n't really accomplish show write few snappy then love ",-1
"Horrible acting Bad cheesy just never seen worse decided fast forward see redeeming happen did n't Aside nice shot apparently filmed same used least even same red several different going make least rent not echo Renting small much cheaper entire quite more versatile believable rent got demanding back only spent rent ripped ",-1
"believe ever created trying make artistic just worse applied too much only few Finally maybe total definitely not best definitely painful finally finished Again reiterate other strange not make much whole Also romanian just not make never explained ",-1
"n't worth admit really worried about made thought blown gone deaf constant screaming high yelling OK now asking funnily enough best n't waste telling read other bought not yet unwrapped n't take back demand wasted n't do same actually shouting over here get first left swear guess like buy really good ",-1
"laziest ever seen saw confused not funny enough not tragic enough not bloody enough not good enough watching doing bloody think oh Then warning missing retarded mentally trusting Then good set speaking lonely so lonely rotting gave feeling Then just show making made sick Even other n't best least thought enough stay entertained ending even great still underground overground watch just resting not like ",-1
"negligible classic well-known favorite fairy never enough wonderful tell own work throw interesting together magical scrumptious looking poor editing more Ugly never rather never transformed buy purchase good cinematic dramatic good acting so poorly done made very nervous too most undesirable marry boorish self-absorbed disliked embarrassingly painful demonstrated more acting Even held little Perhaps only describe So cheaply mentioned mentioned shameful glorious peruse unfolded Even obvious stagey best provide highest diverting memorable classic Ever historical not enough derail effective salient classic supporting written smartly acted well ",-1
"Yes pure unbelievable condescending often skewed ample observe preconceived true midwestern portrayed rang real never told high prior too big find only vintage maybe less away major no other intimate yet relentlessly together big other adult local n't harvest kill n't like get away equal liberated French screw old virgin sexual too much getting mere helping deflower same old so baffled astounded not expressing clearly ridiculous Go see avoid did n't ruin ",-1
"intriguing come average nonfictional far more adept scaring riveting far too long sustain especially considering little playing most abrasive ever seen only ",-1
"Soon watching realize did n't even make not deserve Instead common previously good disastrous bouncing non-existent seriously felt watching acting so bad stop tainting horrible acting actually made laugh only good excellent actually brought watching big not watch anyway then treat as ripped exactly did ",-1
"Holy terrible terrible Spanish about finally started other watched so heading bed pretty intrigued whole finished last n't believe stopped stopped went completely downhill said pretty intrigued curious as going stopped right picked up reveal then menacing Then big whole terrorist playing tell Spanish definitely big previous excellent great sat last straight ",-1
"never posted do SO bad found trying justify bad trying think N'T truly un-self-consciously serious gloriously Other pointed many try not repeat urge see either speechless literally gasping rolling n't so much watching going try get see shared favorite unbelievable gratuitous leading just get nude famous forgotten narrative wrestling get detailed wherein apparently incredibly measly gay religious-fanatic bleached ",-1
"almost worth sitting entire god-awful just know never experience bad again Acting suave gorgeous not terrible used average lost ever ever supposedly killed miraculously out nowhere cemented previous just never even mentioned n't know else say here Just watch least edited ",-1
"just saw last seriously actually screen selecting simply awful ulterior awful leading sported inexplicable unnecessary English ashamed weird little also ashamed terrible given absolutely care highly picked up then again known make sometimes really serious worst ever seen ",-1
"especially said not live surrounding n't give wrong exploring same remaking done just become take crazed as lately throw crazy compare Wrong obvious up way short comparable just not original ANY get weak superb acting special other n't note following never took n't knock blame best mediocre involved never showed not saying did n't HAVE pull leading certainly seriously consider more ready carry portrayed also potential never got see see n't believe grainy look Ah yes little making designed take become either n't just not work too many other going so up distracting not adding said did good adding good different better possibly try probably pull far never quite gelled taken audio fed directly wrong shot too soft say ",-1
"far ever seen going expecting cheesy least cool got racing so low sped make look going fast just spinning just ridiculous see real fast furious little cheesy 100x better ever hope yet just watch best ever made ",-1
"just watched aimlessly drink grousing supposed total single redeeming read touting herein wonderful beautiful heroic afraid agree supposed come dumbest most ignorant ever walked not watched profound here whatsoever ",-1
"Usually Lesbian even not very good biased just beautiful brief beautiful erotic otherwise just complete sulking getting high stoned passing handy inexplicably abominable entire given so even so depressed withdrawn least potentially romantic n't even know there love n't even acknowledge never really clear anything more ill-behaved Lesbian boring straight Even local lively informative instead flat tedious mostly incomprehensible good sure unintentional middling sized up camp enormous sleeping even presumably presumably also carried little entire never anywhere actually buy Mostly endless desolate So did fuel not too many Lesbian there good bad better very few worse Leave ",-1
"warned main believe minor badly exaggerated realistic neither really engaging Especially impossible muster much main not mention screwball obsessed terribly turned off about unusual finish good beautiful ",-1
"digitised so wooden not intended best 2nd out seemed strongest spent else buy really avoid looking amateurish more wooden 2x4 then ahead However elsewhere like ",-1
"gave just sexy Certainly very little so most probably tried too much break traditional Unfortunately went too far made whole not just unreasonable ridiculous too much too many made sick good more sensible n't need see all human going do do few all describe sexually arouse few just personal ",-1
"ask never dirty bad other anything more just American saying oh see stuck oh gone still just s more only good interior noting special noting just s s pure just wanna ",-1
"heard simply see whole wiped Sadly about as funny Led special military including never never pictured trailing particular Japanese standard sized discovered washing supposedly murdered let tell n't get saner fair funny anytime Japanese dubbed American hey pass Equally probably funnier bad good Unfortunately such released done better atrocious editing just genuinely slow lacking work need happening once pointless damn right bizarre even Ultimately however see n't see many indifferent Unfortunately terrible sum up ",-1
"seen bad Shagged so awful got through not bear watching such went wrong big-time hanged sent promptly Somehow n't figure all mixed slower stationary wanted like huge read all foolishly expected interesting honestly seen refunded ",-1
"say grainy poorly filmed best most attractive German positive difficult find taboo illegal strongly re-visit establishing fecal absurd spent many enjoying classic inferior even looser then illegal ",-1
"proud once suddenly infamous depending new always reliably sooner later legitimate bad there regardless nearly n't worst ever made basic definitely certain still indescribably difficult sit whole incredibly boring absolutely unnecessary gigantic yet main still total entire Other sensible also spectacular killing young ludicrously inept remain largely unseen inaccurate actually just Much more real as well genuine stolen young exploring guided bitten trying protect vicious Worried infected intense local still n't prevent slowly transforming bloodthirsty random around suspicious loving still vastly convinced awkward exclusively due allergic Sure never attack always back normal new instead gradually turning permanent So basically good old obviously not very interesting showed potential somehow whiny perverted instead ghastly Some exterior filming impressive playing strangely catchy nice finally main ravishing look though not listen truly bad boring current bottom personally somewhere simply n't feel traditional ",-1
"not here about second doing probably whatsoever inept same butchered horrendous uh work got so n't complain weird weirded not good bad wanted experience like somewhat interesting controversial scratched quickly foul acid other got all did Maybe worked back prepared lose never get back that awful ",-1
"not overwhelmingly fond original always struck glossy well-made sexy nonetheless also tapped certain sexual anti-sex AIDS-induced wildly-sexual heighten sexual pretty enticing Basic always going struggle provide same social desperate so lame overlooked really provide thin mildly engaging watchable resoundingly so many involved really quite extraordinary watch obvious too old sexual so photogenic dressed flat drab static render undeniable totally moot first launched kill stuffed-shirt only embarrassing too watch dough-faced made swaggering Supporting waste fine talky much-touted sexual fleetingly-glimpsed utterly mainstream European brought sexual first sorely missed n't watch carnal there tragic as convoluted utter laughable last particular not going go anywhere particularly gruelling hilarious equal failed Basic come occupy similar cinematic hard top ",-1
"never made Honestly admit saw serious not great did young took main constant not much played other main recently saw better did not convince start not read based done rainy not same watch good really disturbing overdubbed most spoken loud least tried make edited lousy not certainly more credible ",-1
"noted criminally inaccurate very annoyed offended tragic responsible awakening complete turned Also disturbing n't familiar see walk ",-1
"Not best concentrated projected rather giving good sincere enjoy definitely not worth neutral total pathetic average biggest created failed miserably Do n't even think watching even kill watch instead good digest ",-1
"up saving so dark boring laughable ever seen n't waste n't waste pretentious ",-1
"single worst ever seen saw blew accepted interesting seemed go somewhere just fell tried do first going do musical musical consisted cheesy sounded playing filming terribly written n't obvious groan-inducing showed far stretching try make think find sing making musical not luckily half talking most did sing made especially attempted sing just acting pretty good terrible as well most obviously did n't enough just bad consistently jumped used terrible cutting least willing admit wanted added making musical sure write making same again ",-1
"tell spent making not remotely good n't know kept watching not hot horrid do better watching playing shitty video robbed simply robbed never made probably tell felt needed save poor about watch looking before see decent looking hot bad ",-1
"ever deserved big fat even bad usually going not actually began feel angry watching so insultingly poor n't believe responsible actually think acceptable cut spanking n't react human entire also shot scantily decorated vaguely resemble supposed whole pointless n't go anywhere finally up n't do very much make better so so never seen pitiful worst Honestly very worst note only positive urge n't imagine genuinely thinking good terrible generous ",-1
"Back played 4-plex working hit selling several never got seeing saw last decided give shot witnessed next worst ever seen made terribly uncomfortable watch basic teenage sexy too feel more sinister watching inviting watch there teenage worst ever seen scared horrible did n't laugh single not get started extort Let just faking burying go more ridiculous worst ever seen Even older then looked kiss acting then maybe re-think just came too close bordering erotic never so turned even quite beautiful make last just plain sick remember cheering framed dissolved Our female as just asked affirmatively away smiling sure all over just risk looking teenage never understand Certainly more then teen bombed think same cheered ago now working corporate possibly helping run scary ",-1
"British rapidly became swamped bad late even more desperate did then all-time great brazenly plastered best omitting pointing only writing only released Looking hard imagine ever got made uniting briefly considered now merely confused confused never explained down really perhaps simply n't think do set homicidal Russian never clear ever crooked Irish kill take failing increasingly confused underexplained there shouting about terrible juggling ludicrously accented Russian saying decent Irish proving just played great n't mean good most convincing come deep standing filled Polish strange lounge Western completely cool aiming curious overplotted almost plot less own sitting there ",-1
"screamed seeing first going ever old incredibly bloody made angry watched again few ago Big wooden non-existent year-old going ",-1
"really bad racked come positive make atrocious seen more believable ridiculous secret made cheesy worst n't even so bad good delivered as written filmed top worst ever heard surprised did n't start bleeding 80s synthesized actually bothered record read Italian dead final ",-1
"very sad not stop making worse depressing unfortunate many made yearly worst sent abroad ",-1
"kinda interested trashy thoroughly disappointed same felt 13th so much wasted decent then copious egregious 80s help only eating not asking looking cheap over-the-top exploitative got found somewhat intriguing hence n't think really worth watch see showing about going just not tell oh see good enough bad enough warrant much ",-1
"Watching eating initially great ultimately muddled toy evil So possible basic still so badly terrible did cost perhaps n't enough left hire graduated unfunny really unsure made first certainly n't made provide ",-1
"Put definitely illustrate future perfect minimal 1-to-10-star annually also true other perhaps many presented so more suited 10-minute most half-hour however n't single warrant anywhere else stage listed only shown also filmed not long redeeming probably provided few more never heard found turning-on frankly became fascinated so truly awful top so bad move backwards best n't Stop Unfortunately short even there Even earlier as well fellow fell short there many providing least Unfortunately n't seem possess even worth such ",-1
"incomprehensible horribly low n't even say dire turgid boring confusing just plain strange post-Apocalyptic so incomprehensible n't make Seriously got picked totally really awful not so bad good just awful awful awful awful still n't believe then loving then back here tell Even n't hope understand Avoid even better destroy ",-1
"n't worth photographed flat filled clich overused delivered amateur reading first choppy shaky cheap visual not even act normal looking twin front frightened sobbing n't even once call see home think just buried instead searching too many Too many unnecessary typical amateur actually funny watching numerous driving here oh now front Enough already think watching really spent making watch ",-1
"First bad only starring include serious felt offended shocked did not take do making American Norwegian Even more accurate posting named not Russian not norwegian -Norwegian never black white protestant dominant far true native traditional only twice more German understand so called not making did norwegian only norwegian viking so stereotypic made never read least cleared up got rid proud love less stereotypic more accurate ",-1
"studying see just far fell prove cheap making self-admitted explain fall half-baked explain absurd ridiculous eventually n't taken high guess hard old there ",-1
"saw few ago appeared only went see local there just forwarded showing sold turned editorial good live real skip mostly discernible merely OK too much unintelligible making impossible follow little n't need put warning give away give just seeing made n't worth rent video make better see good go ",-1
"Just finished n't say impressed quite good visual creepy all first Not only do recognize seriously malplaced so As similar trapped clear happening thrown possible never meet end spent intriguing good thought taken better made just prove scary n't So cred go somewhere embarrassing make scarier ",-1
"bad horrible acting bad unrealistic absurd once set appear Most decided watch Then next select few turned dust still intact still alive turned dust ridiculous incinerate leave other biological intact Even better mutated not even looked frightening newborn scare more supposed look stupid Then surrounded passed spared block supposedly Equally insulting playing shoot stupidest however totally unrealistic go looting eating running everywhere entire most unsophisticated intelligent elementary painful made better n't see ever ",-1
"continually violently hatefully screaming screaming black worse Remember only pejorative still associated daily last raped beaten murdered perpetuating hatefully using gay trying cover woman-bashing so sound about Nazi white giving fascist stupid little white clearly terrified protest tidal woman-hating n't believe support free free as loudly violently big-mouthed free only crap ",-1
"very low only low dumbfoundingly stupid chase uniformly boring most saved last glimpsed early certain wrecked chief here whole depressingly reminiscent occasionally came give first few impose ",-1
"Quite possibly best least sticking native managed turn so completely unwatchable mere mortal discern not just so unlikeable so utterly devoid even lowest genuinely physically painful watch endless inept acting believe experienced talented once spent cutting blink-and-you'll-miss-it theatrical whole thinking ",-1
"all best asking blaming Good badly handled done 1988--mostly Aside swearing hence added new predictable acting truly painful watch good NOW not Aside dressed always looked so dirty hard build aside dull saw coming telegraphed basically n't wait get vague seeing hating bombed still lousy almost later worth done better better countless other mind skip ",-1
"let decidedly hard great ruined horrible just did n't disjointed best so many not explained forced real expanded more written better main growing needed more receiving less good little showed scripting n't did final lackluster due made maddeningly boring so good ",-1
"bad rainy n't go rather watching else least elementary just HATING Granted n't seen so probably n't use rainy anymore just warn better using put sleep entertaining else Even controversial so tame slow n't remember disliked so strongly here later felt warn ",-1
"next next suffice great blue light ambient done Not Dutch organize bad time really simple get immerse worst offer best guaranteed bizarre still defending as great listen Again disbelieve guaranteed ",-1
"surprised even think good most clichd ever made seen bad force good do face good use defeat bad save loved Using even save begin Well young young nice soon as bringing together sitting next other seemingly getting there more meant other strange random Well unfortunately yes help assassinate moving launch n't do then dead never exact really more then going happen best help evil hitting stick Oh wild passed later run ordered kill right First strange get high n't just n't that make safer leaving third also explain going do threatening n't that make easier stop same did best considering given still look Also played loveable see more just too bad all stuck out ",-1
"rented watched first say go up watching pointless vulgar easy write just make surprisingly good else recommend ",-1
"sixth once again bad tied last lucky enough get set got see just getting more more disappointed least past just lost almost trying give just destroying instead reinventing n't needed sorry very much back got n't know not aware soon dark help do best resist hard good loving n't n't giving manipulating also presented 3-D radical Note worst tied fifth rather watch second honest just bad acting stupid editing just bad did n't just ruined whole really not ",-1
"truly awful simultaneously bland offensive However not exciting repetitive boring Also flimsy best unrealistic undeveloped worst ever seen heard supposed funny not did not laugh once watching did even tried combine failed poorly made funny so bad not ",-1
"finally caught last all say wow hard know begin incredibly special shooting atrocious acting ponderous mismatched earnest entire truly one-of-a-kind all thankful nominate true ",-1
"nice trendy see wonderful absolute sometimes pointless many relax enjoy devoid foul corny very effective employed properly However not long dreary sparse sure hold great implied shrouded poor bland pedestrian worst crying sit drab ridiculously long ending walking barren as pleasurable pulled call anticlimatic did n't build whatsoever not even erotic untrue sure employed filming written Basically amaze great stunning visual Apart amusing tragically boring dreary ",-1
"so bad went seeing made sit took make worth personal ",-1
"say used huge first great new worst ever seen great just getting worse made DVD nice just good bring pretty very hot neither sexy really work add too as racist make asking called racist politically correct very offensive n't waste See previous make laugh not sick ",-1
"really n't believe not absolutely terrible originally saw talking other also seen all telling other not see so horrible done wanted see just not believe as bad saying Do n't just sure involved also prefer never ",-1
"real not always about as crass ask successfully demonstrated capable remarkable n't get wrong not opposed screen seen nasty film-going totally juvenile never developed enough offer extreme thin give partly responsible fuelled however less unable cope mum not sure doing low wooden as painful watch not more so shocking wrote Some make enjoying so trite as tempt laugh not ardent bombard harrowing mutilated female shown such possibly down adolescent sadistic pornographic only wonder young political repeatedly brought due perhaps too obvious violent social all prone horrifingly violent popping Juxtaposing same underlying evading actual still n't managed grasp certainly not derivative badly-made pointless ",-1
"shown 59th best left that made first Thai made Thai directed westerner n't bothered honest dull dull dull subtly invoke hammer terrible obvious top left again clumsily endless No hinting guessing all up use scary coming cause get more more intimidating rising ominously Hell making describe bad conjured real imaginary really yes really biting splattering everywhere strange uneasy several supposed not scary signposted obvious scathing seedier sleazy lubricious showing barely pubescent Maybe casting virginity-taking planted maybe whole just Uninspired insipid repetitive hackneyed best dull most appropriate honest all seen probably better often more rarely less Sorry down ",-1
"made few about acceptable more political tricked communist all very good look carefully unbalanced proper disordered full say possible keep alive rotten never understood cinematographic n't succumb ",-1
"wanted vote lower loved worst ever made unendurable perfect worse never thought also think negative enough accurately describe best said consistent ",-1
"Truly bad easily worst ever seen ever tried make giving doing funny n't that already done still n't make come first took usual mainly n't even actual occurred just falling n't know falling wanted watch go not waste ultimately fallen most sit-coms managed go hoping n't just thought bald ",-1
"watched thought going cool gawk lied very boring sitting see right right shattering take only followed whole go separate Then giving little Then confronted deep known most notorious kill n't deliver There few first looking last maybe out So other n't see not suspenseful well impossible flipped severely damaged large giving help poop n't work get stated stuck toy Take Same down few desperately start n't looking all right up again immediately chase stupid So right heard saw knew looking right only Overall boring very few stupid never seen original Fast Furious instead ",-1
"Even saw wondered just ironic starred slept beautiful sexy even n't keep tanking Not even promoted back keep tanking only saved completely different Give ",-1
"Utterly pretentious dull dull dull most n't even made earlier listen unfunny loathe second-rate mysteriously popular even more morose 70-year old knocked rang new truly tried get involved just impossible n't fire slowly So rather doze kill upright got up left went really good great ago turned pretty well ",-1
"said good great not made serious take unbearable not really well Even not making said not involved stupid large not also not really good disappointed ",-1
"rent really stupid watch saw fullmoondirect decided add Now awful good acting just so cheezy low so good looked actually walking really made n't serious made then just sad watch really stupid just make then ",-1
"Excruciatingly slow-paced over-scripted black too-clever bad acting Maybe worked Crypt last just get predictable done already ",-1
"worst ALL absolutely no original always late finally say all wanted go lowest low mad mad n't funny begin told terrible so tell hear put well hiding look mad ",-1
"bad strung together real real again ",-1
"little slow little stupid n't look very good n't understand said exaggerated meanwhile normal unlikeable just so-so funny plus best more disappeared second Also interesting see so young only seen crazy played late 80s whacked old best final few doing amazing pretending falling amazing humorous Overall see last not just too much going annoying knew too called ",-1
"astonishing beyond atrocious often together go find awful watch comedic suggested as watched began leave really wanted finish just so say unable bad Horrible acting main annoying rather watch see again deal really out constantly knocking then guffawing aspiring otherwise leave alone ",-1
"first experiencing never seen Moving think seen even then n't very impressed even more realistic Now just watched watched liked much better lamer acting cheesier honest real just n't pack much close funny few underwhelming almost flaccid Little n't not saying n't watch watch drying feel entertained then ",-1
"likely worst ever seen surpassing previous most god-awful saw about Bad acting stilted ridiculous incomprehensible mishmashed even annoying Did Well special n't bad not decent n't believe actually spent see forward contact personally demand ",-1
"just blew renting promote poor even more surprising reasonably good Canadian gave tired justifying simply Canadian low Canadian lousy good regardless Now acting below average lead male actually pretty good poor expected extremely low absolutely horrendous around female so recruit fix steal only randomly destroy Supposedly many destroyed n't know n't afford just buy new supposed big dealing n't revealed well over halfway attempt make more affordable want live Need more accepting supporting giving such biased n't get special just Canadian ",-1
"most boring ever even call n't watch even ended completely watching small middle-aged really unbearable made really aiming made favorite only chose seek happened seeing other realize nowhere else So decent Just ",-1
"responsible n't worked gone there replace only compared love physical bizarre just plain badly done did killed think very seem repugnant most normal killed produced ",-1
"Hearing such decided watch stumbled n't see focusing private then Otherwise rather dull boring found degrading inquired female also watched thought horrible as well not just not getting ",-1
"beginning especially probably n't get worse acting all bad very very bad great give more enough good worse better really so ever thinking making serious goddamn ridiculous more kinda also pointless damn funny look very very ",-1
"Oh man low fallen as dull precisely annoyed Not only escape adding n't there previous possibly there tell n't see most not just apparently flying come cool molten whole probably shortest ever long never leave repeated ALL previous Ever wondered never did Well stop did n't do whole again n't get started see sunniest ever not breathe own not enough too talky usually best few far Visually-wise only bullet-shaped lemon-shaped totally ridiculous-looking way cooler bad awful tank-like n't much better made only positive think homely instead usual muscular hey then so unappealing Not even worth instead Memorable real ",-1
"saw long ago luckily free maybe saw n't remember whole remember incredibly bored made came only say least now worst ever saw just incredibly bothered make low enough survive n't comfortable instead hot sweaty stupid ",-1
"seen favorite worst So even poorly acted cheaply made good definitely cheaply made little say still n't understand do little offer Save ",-1
"interesting clichd patchy overwrought dropped became n't much extreme graphic indifferent chaotic just n't care obnoxious cynical done warrant n't like n't least real n't least boring loud too shackled most annoying heard long final poor True Romance going meet feuding bad destined shoot other Unfortunately potentially exciting totally botched confusing pretentious pointless not artistically brave experimental good grizzled embarrassing always solid underutilized n't fooled multi-layered gimmick-ridden still hard ",-1
"terrible worst seen usually eccentric already involved not right expected predictable did n't mind always entertaining mixing right not single flat vomit most please kill ever witnessed eccentric n't very eccentric more quirky annoying other most reasonable mature also just annoying flat out n't waste ",-1
"write scathing not doing simply encouraging First off just made small not automatically make good endearing small probably sole prevented large squandered legged ever seen Ever heard thought Well even n't laughing got so bad mid took first ever bath not making feeling moving go ",-1
"ahead call almost recommend just truly see begin start top n't believe do abandoned finially understanding mysterious basic usually hard starting flat emotionless entire extremely weak predictable boasting totally freaked wondering uh like uh come rip feed Some described flat take further actually reverse actually working parallel almost start acting backwards already poor written add terrible high acting totally freaked out said slow dumbed down complain alone old disappointed lighting Too shadowy too bleached n't use light basic properly many sound take make really shotty sounding many sound sound amazing quite occured really driving use Anyway running complaining rent learn ",-1
"Ever not joking all hope here fitting n't describe accurately debilitating even amuse definitely aimed slower blatantly stolen then stretched excruciatingly painful funny produce blame consistent sad offended stupid enough enjoy thin based disliked nearly n't spoil actually poorly superimposed DID ending Not actual all stood walked gave clearly less n't feel spent writing worth deserve going learn paying see stop pooping reasonable warned ",-1
"knew supposed so bad funny went just found so bad murderously boring whiny funny about clever intentionally irritating Seeing get splattered old about just clever funny sustain maybe just not ",-1
"talked thought wonderful great so wrong all screwed still n't get just did Not n't good please made finish yes did pick then almost really Just n't trust ",-1
"Mostly also review get good gotta really came decided make indirect call plain ole OK so named came made huge decided more raking born Confused really just seen American seen best mind Living making certain toxic turn released general yearning human running away end old abandoned gotta survive filming First foremost beloved sick n't really finish wanted then handed lesser Living did best spice already not so good did n't really disenchanted gave basically said Do did crappy great credited main just such pointless whatsoever first few toxic accidentally release just empty soulless whatsoever running Now prove make actually good there involved Here Well inspired there like infected attacking cool also involving flying coming abandoned munching poor aside just flat endless n't do move already non existent main unfinished practically non-existent so damn unfinished just really went even closer z-level make Pure all Asian filmed Asian looking not big set anyway really died same up here black make more slightly more make still n't good enough impress just pointlessly splattered So not only slowly paced supposed dead expecting usual n't come expecting here mostly else involved did n't really put there see asked here n't even take seriously tell ashamed many just do did last put making Therefore half assed Only completest see ever made else n't even bother Rating ",-1
"easily worst wonderful black totally miscast overaggressive going Very stupid never convincing really not difficult make such just did n't much many foolish made brainless strongly stay many talented involved realize not deserve work more honorable more intelligent useless ",-1
"worst worst based ever seen whole totally unconvincing full actually speak real Now probably super cool high-tech well also other very poor weak not even graphic main overload super connecting really stupid mobile shut down preserve apparently use deal national load also other bad just n't just actually record stupid ",-1
"dead long live tied worst ever so long seemed own new all new so bad good take inimitable go see well just take Go see new ",-1
"moronic got most pointless ridiculous ever created exactly anyway other sell second even remotely redeeming interesting anyway Look gone bad early completely ridiculous ",-1
"Drawing pretentious only wearing giant furry pseudo-Asian Maybe mammoth spinal used about ready kill making minimal still annoying most pretentious modern boring boot call color stunning interesting looked filmed trying film coming later Actually best about then making Then welcomed put passed-out giant furry Then mutual not forget giant written about self-imposed almost saying n't get then not creative POST-modern about supposed about So let start whole following only serious not taken realistic interpret first giant Obviously symbolic dear pearl looking Then ship build crude Obviously crude foreshadowing take replace spinal later supposed fat entertaining bad spinal important so speak Then giant separate put strange humiliating MADE ran trying quit put learn Japanese wise scarred hit different start cutting other eat turn same did mention done Then pearl back full fall make stupid made 8th obviously maybe least social did forget ear-gouging hypnotic just assassinate just throw getting self-destructive becoming frequently made surreal more coherent entertaining cram much less So recommend Only dull HIGH flat ",-1
"summarize real deranged drinking making bad just awful n't funny all female slutty total actually written old cool designed please Also do original other few minor only good nice looking n't watch n't fooled obviously overrated n't deserve ",-1
"go quietly just seen direct video last few early secret making new psychopathic supposed stop also went up commanding new kinda got hard follow well prevent yelling even so constantly dubbed Usually save total not even close said more shank stabbing rather straight fighting n't really scary looked completely out infected supposed light old killed all singlehandedly lone first new come ",-1
"Okay let start saying come read other said REEKED mean did n't know possible throw much obviously did still come worse probably pitched declined due poor only got made first said popular popular get else got there first too silent never sit dark just scared silly did n't ran shooting out get Basically tried best make felt video even down shooting actually playing first major original horrid horrid boring boring boring boring boring other boring even worse did n't even get hold bored silly pointless second went so far actually intercut actual Did n't enough indicate actual going Not mention shot video explain tedious Maybe put let know alluding Right whatever only made remotely enjoyable making loud sudden hysterical general taken did n't get kicked sum n't even deign rent Just run ",-1
"squarely awesomely bad drunk rent get all hysterical premiered Other better describe fecal felt poor turned obviously gauge got drunken serious blue sombre then opened rolling worst funniest worst linear predictable occasional aside eminently laughable done put together put drab gradually skimpier then watch Swedish one-dimensional painful brief side-splitting little shone actual main So got captive few lying around try make sure alcoholic ease then get 3000 other watch other laugh not meant possible even more boring watch n't able ",-1
"produce n't act chose write based bad acid gone serriously wrong Put together end more filled very painful caused about equal caused carved then entire covered Hydrochloric ",-1
"spectacularly offensive just boring typical see coming seen so much key classic really as get walk also made about ago recommend re-watching classic instead shallow other used seeing looking cute going seriously disappointed made here ",-1
"Posh alleged new just moving now originally going full thankfully abridged just so even still numbingly interminable virtually all most as blatantly faked even admitting newly appointed personal lookalike lamely written performed early obvious apparent previous rather more glamorous not mentioned further involving fake trick hopeless pitch more entertaining acknowledged lead Talented perfect better more sensible taken much more ensued Sadly left real rejected too weak anyway odd scattered never remotely prior considerable beforehand delivering would-be send shallow weak n't persuade humorous more realistic taken namely walking totally ignored instead frantic staged mild here making unscripted previously mentioned made marginally better sycophantic bony never allow such happen said later made special indifferently presented uninterested tough ahead make big also found impossible make big residing not consummated big massively successful mid more so native still popular other including certainly good seemed glorious seemed sum better then else even somewhat manufactured never outstanding seemed fade rapidly later starting arguably tragic as did soon became repetitive obvious quietly moved public permanently enjoy then pleasant encrypted Unfortunately hideous put paid all suffered not worst not too far recently announced tour soon baffling never gone certainly n't require swelling Maybe struggling single perhaps Good soon revelatory hardly wait Rating ",-1
"stumbled absolutely witless same around check worst original original basically most sympathetic acting Given expensive wonder got made first wondering watched came left worked not very demanding ",-1
"not only very bad awful presumed bored unattractive also exactly excellent directed most celebrated Italian conduce black white watching Naturally ridiculous inferior charming put black white replaying simply most appropriate prove such ",-1
